timestamp,open,high,low,close,volume,returns,MA_7,MA_10
2025-04-27,1820.87,1857.47,1781.9,1791.29,340332.6435,-0.01625038442950666,1756.76,1708.655
2025-04-28,1791.29,1827.98,1744.71,1799.88,587269.743,0.004795426759486299,1788.2328571428573,1729.783
2025-04-29,1799.88,1842.99,1780.47,1797.81,480456.3884,-0.001150076671778244,1794.1685714285716,1748.2369999999999
2025-04-30,1797.81,1816.8,1731.7,1793.61,473523.9877,-0.0023361756804112233,1793.9600000000003,1768.8619999999999
2025-05-01,1793.62,1873.17,1792.52,1838.11,537198.7291,0.02481029878290153,1803.7399999999998,1794.716
2025-05-02,1838.1,1871.0,1813.0,1842.2,410667.875,0.002225111663611168,1811.9685714285715,1803.31
2025-05-03,1842.2,1848.6,1810.0,1833.52,213751.5979,-0.0047117576810336015,1813.7742857142857,1807.155
2025-05-04,1833.52,1849.95,1803.0,1808.86,238254.3564,-0.013449539683232259,1816.2842857142857,1811.0759999999998
2025-05-05,1808.86,1833.55,1781.85,1820.19,342341.0078,0.0062636135466538345,1819.185714285714,1814.6349999999998
2025-05-06,1820.19,1820.9,1752.0,1817.0,384584.2451,-0.0017525642927387342,1821.9271428571428,1814.247
2025-05-07,1817.0,1850.0,1787.01,1811.11,456170.0705,-0.003241607044578987,1824.4271428571428,1816.229
2025-05-08,1811.11,2226.0,1808.71,2207.39,1473152.686,0.2188050422116823,1877.1814285714286,1856.98
2025-05-09,2207.39,2490.77,2184.33,2345.04,1667041.0382,0.06235871323146336,1949.0157142857145,1911.703
2025-05-10,2345.04,2600.0,2317.0,2583.23,979350.1606,0.1015718281990925,2056.117142857143,1990.6650000000002
2025-05-11,2583.22,2608.13,2435.51,2514.57,831584.3888,-0.02657912768123627,2156.9328571428573,2058.311
2025-05-12,2514.58,2624.0,2406.63,2495.47,1068680.9433,-0.007595732073475969,2253.4014285714284,2123.638
2025-05-13,2495.48,2738.5,2415.3,2679.71,1031355.6465,0.0738297795605638,2376.6457142857143,2208.257
2025-05-14,2679.71,2725.99,2547.26,2609.74,830047.1122,-0.026111034402976574,2490.735714285714,2288.345
2025-05-15,2609.75,2647.03,2476.03,2548.69,768954.0332,-0.02339313494830897,2539.4928571428572,2361.195
2025-05-16,2548.7,2649.31,2529.4,2537.12,605953.6919,-0.00453958700351953,2566.932857142857,2433.207
2025-05-17,2537.13,2538.16,2446.42,2475.08,494333.2782,-0.024452922999306237,2551.4828571428566,2499.6040000000003
2025-05-18,2475.09,2587.61,2323.21,2497.78,810103.1851,0.009171420721754586,2549.0842857142857,2528.643
2025-05-19,2497.78,2547.36,2348.38,2528.14,861747.523,0.012154793456589319,2553.7514285714287,2546.953
2025-05-20,2528.14,2588.63,2442.4,2524.19,676989.1747,-0.001562413473937263,2531.5342857142855,2541.049
2025-05-21,2524.19,2615.95,2452.2,2550.99,1095890.2902,0.010617267321398005,2523.141428571428,2544.691
2025-05-22,2551.0,2692.99,2544.83,2664.82,852555.6669,0.044621891892951515,2539.7314285714288,2561.6259999999997
2025-05-23,2664.83,2734.23,2498.3,2526.5,971442.4532,-0.05190594486682032,2538.214285714286,2546.305
2025-05-24,2526.49,2575.85,2515.08,2530.4,257544.2344,0.0015436374431030409,2546.117142857143,2538.371
2025-05-25,2530.41,2554.26,2463.0,2551.22,359890.0299,0.008227948150489883,2553.7514285714283,2538.624
2025-05-26,2551.22,2599.0,2525.86,2563.7,362971.1182,0.004891777267346686,2558.8314285714287,2541.282
2025-05-27,2563.7,2712.36,2509.46,2660.81,798430.8862,0.0378788469789757,2578.348571428571,2559.855
2025-05-28,2660.81,2689.14,2608.5,2681.6,560095.6833,0.007813410202156534,2597.0071428571428,2578.237
2025-05-29,2681.61,2788.0,2619.05,2631.39,811567.2545,-0.01872389618138426,2592.2314285714283,2588.562
2025-05-30,2631.39,2649.23,2507.35,2531.34,763045.2564,-0.038021729960211026,2592.922857142857,2589.277
2025-05-31,2531.35,2550.34,2475.33,2528.06,394537.2521,-0.0012957563977973319,2592.5885714285714,2586.984
2025-06-01,2528.06,2547.79,2468.56,2539.21,332021.7088,0.004410496586315205,2590.8728571428574,2574.423
2025-06-02,2539.2,2615.0,2475.0,2607.41,468889.9737,0.026858747405689165,2597.117142857143,2582.514
2025-06-03,2607.42,2655.38,2575.0,2593.36,454383.0439,-0.00538848896030919,2587.4814285714283,2588.81
2025-06-04,2593.35,2679.88,2583.5,2607.68,502494.8214,0.005521794120368906,2576.921428571429,2594.456
2025-06-05,2607.68,2640.86,2391.66,2414.01,808938.0344,-0.0742690820959625,2545.867142857143,2579.487
2025-06-06,2414.02,2531.36,2381.49,2476.1,578843.4974,0.02572068881239087,2537.9757142857147,2561.016
2025-06-07,2476.1,2544.36,2457.0,2524.63,264787.6743,0.019599369976980086,2537.485714285714,2545.319
2025-06-08,2524.64,2548.63,2490.58,2509.83,266474.7139,-0.005862245160677126,2533.2885714285717,2533.163
2025-06-09,2509.84,2693.99,2477.73,2680.13,568726.3025,0.06785320121283123,2543.6771428571433,2548.0420000000004
2025-06-10,2680.13,2827.0,2655.61,2816.4,1138405.4775,0.05084454858532972,2575.54,2576.8759999999997
2025-06-11,2816.41,2879.22,2743.75,2771.61,850210.9324,-0.015903280783979512,2598.9585714285713,2600.116
2025-06-12,2771.6,2784.83,2616.24,2642.65,699593.3757,-0.04652891279797666,2631.621428571429,2603.6400000000003
2025-06-13,2642.66,2645.45,2436.98,2579.19,1202176.2972,-0.024013774052560888,2646.3485714285716,2602.223
2025-06-14,2579.19,2579.43,2488.72,2530.76,331438.9278,-0.018777213000980897,2647.2242857142855,2594.531
2025-06-15,2530.77,2559.51,2492.0,2547.61,299701.6624,0.006658078996032879,2652.621428571428,2607.8910000000005
2025-06-16,2547.62,2680.34,2514.85,2544.17,680429.988,-0.0013502851692370754,2633.1985714285715,2614.698
2025-06-17,2544.17,2618.6,2453.8,2509.95,715930.4081,-0.013450359056195293,2589.4199999999996,2613.2300000000005
2025-06-18,2509.95,2548.42,2465.78,2525.0,504532.1818,0.005996135381183043,2554.19,2614.7470000000003
2025-06-19,2525.0,2546.91,2485.03,2521.12,252646.059,-0.0015366336633664268,2536.828571428571,2598.846
2025-06-20,2521.13,2569.0,2367.36,2406.49,632027.8235,-0.0454678872881894,2512.157142857143,2557.8550000000005
2025-06-21,2406.49,2448.8,2216.0,2295.73,496783.864,-0.04602553927088826,2478.5814285714287,2510.2670000000003
2025-06-22,2295.72,2314.48,2111.89,2227.7,840155.8295,-0.02963327569008556,2432.88,2468.772
2025-06-23,2227.7,2438.68,2188.0,2411.66,744583.8003,0.08257844413520665,2413.95,2452.019
2025-06-24,2411.66,2482.04,2376.11,2448.45,516760.6621,0.015255052536427227,2405.1642857142856,2443.7879999999996
2025-06-25,2448.46,2468.69,2389.69,2418.49,414894.7387,-0.012236312769303037,2389.9485714285715,2430.8759999999997
2025-06-26,2418.5,2520.92,2394.32,2415.96,463704.0261,-0.0010461072818161998,2374.925714285714,2418.055
2025-06-27,2415.96,2463.54,2382.53,2423.17,381474.766,0.0029843209324658115,2377.308571428571,2409.3769999999995
2025-06-28,2423.17,2447.8,2405.81,2435.62,155814.9859,0.005137897877573572,2397.292857142857,2400.439
2025-06-29,2435.62,2525.0,2412.0,2500.09,284291.8057,0.026469646332350827,2436.2057142857143,2398.3360000000002
2025-06-30,2500.09,2524.3,2431.0,2485.47,440455.714,-0.005847789479578869,2446.75,2406.234
2025-07-01,2485.47,2500.8,2386.52,2405.01,351951.0868,-0.03237214691788659,2440.5442857142857,2417.162
2025-07-02,2405.01,2619.28,2373.0,2570.41,634967.0337,0.06877310281454108,2462.247142857143,2451.433
2025-07-03,2570.41,2635.5,2556.12,2591.25,504943.6592,0.00810765597706209,2487.2885714285717,2469.3920000000003
2025-07-04,2591.26,2603.17,2474.24,2508.04,452593.02,-0.03211191509889055,2499.412857142857,2475.351
2025-07-05,2508.04,2529.81,2487.95,2516.41,157198.0958,0.0033372673482081616,2510.9542857142856,2485.143
2025-07-06,2516.42,2605.0,2503.5,2570.35,277593.6319,0.02143529869933758,2520.9914285714285,2500.582
2025-07-07,2570.35,2590.57,2512.0,2542.29,315707.5272,-0.01091680121384242,2529.1085714285714,2512.494
2025-07-08,2542.3,2628.21,2523.59,2615.25,370915.7321,0.028698535572259765,2559.1428571428573,2530.457
2025-07-09,2615.25,2795.74,2589.78,2768.74,686119.3772,0.058690373769238136,2587.4757142857147,2557.3219999999997
2025-07-10,2768.74,3000.0,2755.5,2951.29,951896.07,0.06593251804069733,2638.91,2603.904
2025-07-11,2951.29,3040.15,2913.75,2958.22,906839.1689,0.0023481257348481055,2703.2214285714285,2659.225
2025-07-12,2958.21,2979.78,2903.85,2943.28,348884.8877,-0.005050334322666883,2764.202857142857,2696.5119999999997
2025-07-13,2943.29,3020.31,2936.49,2972.03,357333.5016,0.009768013916446883,2821.5857142857144,2734.5899999999997
2025-07-14,2972.03,3083.0,2962.81,3013.62,815552.6496,0.013993802215993778,2888.9185714285713,2785.148
2025-07-15,3013.61,3144.14,2932.46,3137.89,863583.7377,0.04123612134243859,2963.5814285714287,2847.296
2025-07-16,3137.9,3425.0,3101.0,3371.35,1135950.5831,0.07440031358651833,3049.6685714285713,2927.3959999999997
2025-07-17,3371.35,3523.44,3310.77,3476.87,974065.8264,0.03129903451139748,3124.7514285714287,3020.854
2025-07-18,3476.88,3673.84,3458.68,3546.92,1163823.3977,0.020147431454152764,3208.8514285714286,3114.0209999999997
2025-07-19,3546.92,3608.3,3506.79,3592.01,381791.9213,0.012712437833387824,3301.527142857143,3196.348
2025-07-20,3592.0,3824.56,3579.13,3756.69,852356.5533,0.04584619753285768,3413.621428571428,3276.888
2025-07-21,3756.69,3860.0,3701.01,3762.33,812074.0534,0.0015013216421901898,3520.5800000000004,3357.299
2025-07-22,3762.32,3798.65,3616.54,3746.21,870127.3864,-0.004284578971009978,3607.4828571428575,3437.5919999999996
2025-07-23,3746.21,3764.2,3527.0,3628.29,800259.4025,-0.03147714623579567,3644.1885714285713,3503.218
2025-07-24,3628.29,3771.0,3502.85,3706.94,749459.495,0.0216768780885761,3677.055714285714,3572.55
2025-07-25,3706.95,3747.0,3573.76,3724.96,764606.7261,0.004861152325098317,3702.4900000000002,3631.257
2025-07-26,3724.97,3793.0,3697.66,3741.1,407259.7024,0.004332932434173653,3723.7885714285717,3668.232
2025-07-27,3741.11,3879.82,3731.0,3872.1,457352.4605,0.03501643901526297,3740.2757142857145,3707.7549999999997
2025-07-28,3872.11,3941.0,3754.0,3799.0,620994.7463,-0.01887864466310274,3745.5142857142855,3732.9629999999997
2025-07-29,3799.0,3886.44,3716.04,3793.79,584210.4393,-0.001371413529876242,3752.3114285714287,3753.1409999999996
2025-07-30,3793.79,3834.03,3677.65,3810.0,525424.9003,0.004272772082798415,3778.27,3758.472
2025-07-31,3810.0,3878.67,3684.33,3698.39,516088.4503,-0.029293963254593214,3777.0485714285714,3752.078
2025-08-01,3698.39,3724.02,3431.75,3488.2,783869.1517,-0.056832838072783054,3743.2257142857147,3726.2770000000005
2025-08-02,3488.21,3537.69,3368.29,3393.94,494195.7094,-0.027022533111633495,3693.6314285714284,3702.8419999999996
2025-08-03,3393.94,3521.79,3354.28,3496.74,296347.6758,0.0302892803054855,3640.008571428571,3681.822
2025-08-04,3496.75,3736.73,3490.73,3720.99,463349.9861,0.06413116216819104,3628.8642857142854,3681.425
2025-08-05,3720.99,3722.24,3546.0,3612.0,489070.9589,-0.029290592019865613,3602.8942857142856,3668.5150000000003
2025-08-06,3612.01,3698.6,3564.19,3683.31,365309.9205,0.019742524916943616,3584.7957142857144,3649.636
2025-08-07,3683.31,3927.77,3647.63,3910.31,631678.9872,0.06162934968818812,3615.0699999999997,3660.767
2025-08-08,3910.3,4071.0,3880.0,4009.5,723300.0109,0.025366275308095876,3689.5414285714282,3682.3379999999997
2025-08-09,4009.51,4326.2,4006.63,4260.62,691932.1048,0.0626312507793989,3813.3528571428574,3727.4
2025-08-10,4260.63,4332.6,4153.07,4250.57,494843.8105,-0.0023588116283546068,3921.0428571428574,3782.618
2025-08-11,4250.58,4366.46,4166.77,4223.22,722664.04,-0.006434431146881359,3992.79,3856.12
2025-08-12,4223.22,4639.7,4219.04,4590.52,885288.0652,0.08697155251206423,4132.578571428571,3975.778
2025-08-13,4590.52,4783.85,4564.33,4749.3,925931.4988,0.03458867404999855,4284.862857142857,4101.034
2025-08-14,4749.31,4788.0,4451.33,4546.84,1265449.0453,-0.042629440128018836,4375.795714285714,4183.619000000001
2025-08-15,4546.84,4672.67,4368.0,4439.47,880409.2591,-0.023614202391111117,4437.22,4266.366
2025-08-16,4439.47,4490.42,4372.54,4421.99,358676.5884,-0.0039374069427207115,4460.272857142857,4340.234
2025-08-17,4422.0,4576.0,4393.98,4472.33,442461.3829,0.011384014889224137,4491.952857142857,4396.436
2025-08-18,4472.34,4481.88,4225.86,4312.99,823188.1269,-0.03562796126403911,4504.777142857143,4426.785000000001
2025-08-19,4312.99,4355.0,4067.34,4075.59,831222.7951,-0.05504302119875071,4431.215714285715,4408.282
2025-08-20,4075.58,4378.0,4060.0,4336.16,728324.8933,0.06393430153670998,4372.1957142857145,4416.841
2025-08-21,4336.16,4340.26,4204.2,4225.3,433836.3992,-0.025566399763846226,4326.261428571428,4417.049
2025-08-22,4225.3,4887.59,4207.39,4832.07,1277976.63526,0.14360400444938803,4382.347142857143,4441.204
2025-08-23,4832.07,4832.07,4659.7,4778.4,512442.0888,-0.011107041081772406,4433.262857142857,4444.114
2025-08-24,4778.4,4956.78,4711.0,4780.15,780668.77842,0.000366231374518744,4477.237142857143,4467.445000000001
2025-08-25,4780.15,4797.97,4334.13,4376.18,1043917.1659,-0.0845099003169355,4486.2642857142855,4461.116
2025-08-26,4376.17,4633.46,4311.04,4600.63,834750.2767,0.05128902376044864,4561.2699999999995,4478.98
2025-08-27,4600.63,4663.93,4481.53,4506.71,606669.3611,-0.020414595392370227,4585.634285714285,4482.418
2025-08-28,4506.71,4633.97,4430.0,4511.21,485243.4027,0.0009985111089907406,4626.478571428571,4502.24
2025-08-29,4511.2,4516.75,4265.0,4360.18,679063.8777,-0.033478822754870574,4559.065714285714,4530.699
2025-08-30,4360.18,4415.61,4257.2,4373.7,340319.1826,0.003100789416950578,4501.251428571429,4534.4529999999995
2025-08-31,4373.7,4498.47,4372.63,4391.83,356586.1861,0.004145231725998677,4445.777142857143,4551.106
2025-09-01,4391.83,4491.84,4210.61,4314.5,513830.0395,-0.017607694286891795,4436.965714285715,4499.349
2025-09-02,4314.5,4416.78,4257.85,4326.5,524605.0512,0.002781318808668498,4397.8042857142855,4454.159
2025-09-03,4326.49,4490.64,4283.23,4450.46,487091.6861,0.028651334797180184,4389.768571428572,4421.1900000000005
2025-09-04,4450.46,4482.05,4265.33,4297.55,471795.7096,-0.03435824611388483,4359.245714285715,4413.326999999999
2025-09-05,4297.56,4490.0,4256.03,4307.45,624169.8754,0.002303638119393492,4351.7128571428575,4384.009
2025-09-06,4307.46,4329.3,4236.0,4273.14,191166.0686,-0.00796526947497933,4337.347142857143,4360.652
2025-09-07,4273.15,4336.02,4270.81,4306.19,169620.8372,0.007734359276784675,4325.112857142857,4340.15
2025-09-08,4306.19,4384.06,4279.0,4306.37,372882.4355,4.180029213762815e-05,4323.9514285714295,4334.769
2025-09-09,4306.36,4381.87,4276.76,4310.09,405485.7821,0.0008638365955551119,4321.607142857143,4328.408
2025-09-10,4310.08,4453.57,4285.1,4349.32,506633.9098,0.00910189810421591,4307.158571428571,4324.156999999999
2025-09-11,4349.33,4481.09,4338.82,4458.82,441259.6649,0.025176349406343945,4330.197142857142,4338.589
2025-09-12,4458.83,4748.4,4450.71,4712.16,510777.5402,0.05681772307471489,4388.012857142857,4377.155
2025-09-13,4712.16,4769.36,4605.0,4666.53,394393.6869,-0.009683457268004458,4444.211428571429,4398.762
2025-09-14,4666.54,4692.36,4576.89,4604.49,278244.3205,-0.013294675058341032,4486.825714285714,4429.456
2025-09-15,4604.48,4670.28,4466.0,4523.74,412291.9687,-0.01753722996466489,4517.878571428571,4451.085
2025-09-16,4523.74,4538.25,4424.0,4501.29,293307.1099,-0.004962707847931069,4545.192857142857,4473.9
2025-09-17,4501.3,4616.77,4412.0,4590.53,476981.4561,0.01982542782180219,4579.651428571428,4502.334000000001
2025-09-18,4590.54,4644.47,4553.7,4587.66,290660.377,-0.000625200140288773,4598.057142857143,4530.463
2025-09-19,4587.66,4620.72,4435.7,4468.59,331611.1482,-0.025954408129634676,4563.261428571428,4546.313
2025-09-20,4468.59,4508.71,4454.45,4480.42,130781.913,0.002647367514137633,4536.674285714285,4559.423
2025-09-21,4480.41,4498.16,4443.0,4444.97,149349.8262,-0.00791220465938458,4513.885714285714,4558.0380000000005
2025-09-22,4444.98,4455.76,4077.0,4199.08,708243.2348,-0.05531870856271248,4467.505714285714,4506.7300000000005
2025-09-23,4199.09,4229.03,4114.39,4164.26,315227.9057,-0.008292292597426032,4419.358571428571,4456.503
2025-09-24,4164.25,4206.9,4073.74,4152.81,353665.5671,-0.0027495881621224516,4356.827142857143,4411.335000000001
2025-09-25,4152.81,4161.04,3815.0,3874.36,930327.6951,-0.06705098475490101,4254.927142857143,4346.397
2025-09-26,3874.35,4068.3,3867.65,4032.24,575711.0859,0.040749956121785225,4192.591428571429,4299.492
2025-09-27,4032.24,4039.01,3972.98,4018.38,172693.2638,-0.003437295399083329,4126.585714285715,4242.277
2025-09-28,4018.39,4144.88,3966.0,4142.16,240331.8589,0.030803458109984527,4083.327142857143,4197.727000000001
2025-09-29,4142.16,4235.86,4082.25,4215.07,380728.6784,0.017601927496764924,4085.6114285714284,4172.375
2025-09-30,4215.07,4245.0,4092.1,4145.15,391126.6172,-0.016588099367270348,4082.8814285714284,4138.848
2025-10-01,4145.15,4355.46,4123.08,4348.03,507026.3822,0.04894394653993217,4110.7699999999995,4129.154
2025-10-02,4348.03,4516.74,4332.73,4484.35,526411.1571,0.03135212958512268,4197.911428571429,4157.6810000000005
2025-10-03,4484.35,4591.59,4428.0,4512.87,485684.0267,0.006359896083044214,4266.572857142857,4192.5419999999995
2025-10-04,4512.88,4517.93,4440.0,4487.15,199732.7088,-0.005699255684298521,4333.54,4225.976
2025-10-05,4487.16,4618.17,4467.05,4514.32,506587.9614,0.006055068361877858,4386.705714285714,4289.972
2025-10-06,4514.32,4735.93,4488.25,4684.01,456200.6528,0.037589271473887687,4453.697142857142,4355.148999999999
2025-10-07,4684.02,4755.0,4430.43,4447.7,640685.9319,-0.05045036197617003,4496.918571428571,4398.081
2025-10-08,4447.7,4558.0,4410.08,4525.72,399904.3287,0.01754165074083236,4522.302857142857,4436.437
2025-10-09,4525.72,4531.52,4265.06,4368.09,515978.1829,-0.034829817134069296,4505.694285714286,4451.739
2025-10-10,4368.09,4393.63,3435.0,3829.72,1493971.0244,-0.12325066562273224,4408.101428571428,4420.196000000001
2025-10-11,3829.72,3878.3,3643.33,3746.79,789885.6582,-0.02165432459814287,4302.335714285714,4360.071999999999
2025-10-12,3746.8,4197.7,3694.74,4152.29,811308.152,0.10822597476773455,4250.617142857142,4326.866
2025-10-13,4152.29,4292.0,4042.29,4240.85,622813.9247,0.021327990097030902,4187.308571428571,4299.664
2025-10-14,4240.86,4263.38,3888.74,4125.02,962996.7658,-0.02731292075881009,4141.211428571429,4263.451
2025-10-15,4125.01,4217.6,3926.74,3985.61,626081.6966,-0.03379619977600112,4064.052857142857,4210.58
2025-10-16,3985.61,4086.49,3826.04,3894.51,643804.6163,-0.022857228880899028,3996.3985714285714,4131.63
2025-10-17,3894.5,3950.45,3674.5,3831.57,830127.0885,-0.016161211551645738,3996.662857142857,4070.0170000000007
2025-10-18,3831.58,3927.73,3819.07,3889.21,250710.6121,0.015043441722322637,4017.0085714285715,4006.3660000000004
2025-10-19,3889.2,4030.94,3827.04,3982.58,408538.2545,0.024007446242295893,3992.764285714286,3967.815
2025-10-20,3982.58,4085.3,3908.73,3979.22,511382.3301,-0.0008436742011460607,3955.388571428571,3982.7649999999994
2025-10-21,3979.22,4110.0,3840.24,3873.05,590594.1382,-0.02668110835791926,3919.3928571428573,3995.3910000000005
2025-10-22,3873.04,3889.27,3710.0,3805.53,593130.0905,-0.017433289009953445,3893.667142857143,3960.715
2025-10-23,3805.53,3934.86,3796.54,3856.8,477231.0181,0.013472499231381718,3888.2799999999997,3922.3100000000004
2025-10-24,3856.8,4026.39,3845.86,3934.88,425926.9383,0.020244762497407143,3903.0385714285717,3903.296
2025-10-25,3934.88,3969.22,3912.4,3953.82,138526.3338,0.004813361525637383,3912.2685714285717,3900.1169999999997
2025-10-26,3953.81,4178.78,3919.03,4158.46,344698.0918,0.051757540808635705,3937.394285714286,3926.5119999999997
2025-10-27,4158.46,4253.72,4095.0,4120.15,487131.2291,-0.009212545028688623,3957.527142857143,3955.37
2025-10-28,4120.16,4175.55,3931.33,3979.2,472965.8377,-0.03420991954176422,3972.691428571429,3964.369
2025-10-29,3979.19,4036.66,3840.37,3902.99,486452.3127,-0.01915209087253722,3986.6142857142854,3956.41
2025-10-30,3903.0,3948.74,3680.0,3805.09,531455.9923,-0.025083333546844777,3979.227142857143,3938.9970000000003
2025-10-31,3804.95,3906.09,3796.36,3847.99,478636.2995,0.011274371959664409,3966.8142857142857,3936.4910000000004
2025-11-01,3848.0,3909.39,3831.0,3873.77,152998.1626,0.006699601610191452,3955.378571428572,3943.315
2025-11-02,3873.78,3918.23,3839.12,3906.58,216083.1542,0.008469785247962491,3919.3957142857143,3948.293
2025-11-03,3906.58,3914.29,3787.41,3800.06,104697.5928,-0.02726681649934215,3873.6685714285713,3934.811
